city;country;population
Salinópolis;Brazil;40998
Pilar;Brazil;30617
Óbidos;Brazil;52306
Mamanguape;Brazil;27606
Elesbão Veloso;Brazil;10430
Conceição do Araguaia;Brazil;27115
Colônia Leopoldina;Brazil;11913
Catende;Brazil;23322
Capitão Poço;Brazil;32704
Campina Grande;Brazil;348936
Cajazeiras;Brazil;43913
Brejo da Madre de Deus;Brazil;27369
Araçoiaba;Brazil;13095
Aracati;Brazil;44293
Agrestina;Brazil;14452
Umuarama;Brazil;107319
Terra Nova;Brazil;11169
Taquari;Brazil;27107
São Leopoldo;Brazil;209229
São João de Meriti;Brazil;454849
São João da Barra;Brazil;20606
São Gotardo;Brazil;34145
Santana de Parnaíba;Brazil;98989
Rio Negrinho;Brazil;41914
Quatro Barras;Brazil;17526
Prudentópolis;Brazil;19611
Pontal;Brazil;32566
Poconé;Brazil;21484
Piraju;Brazil;25270
Parobé;Brazil;48559
Paraíso;Brazil;0
Pará de Minas;Brazil;75786
Pancas;Brazil;8183
Paiçandu;Brazil;34365
Osório;Brazil;34628
Nuporanga;Brazil;6900
Nova Odessa;Brazil;49432
Nova Friburgo;Brazil;191158
Matelândia;Brazil;10816
Lorena;Brazil;76506
Lençóis Paulista;Brazil;57375
Jaraguá do Sul;Brazil;130130
Itambacuri;Brazil;14652
Inhapim;Brazil;13593
Iguaba Grande;Brazil;11104
Goianápolis;Brazil;10114
Francisco Beltrão;Brazil;57618
Dois Vizinhos;Brazil;22766
Cavalcante;Brazil;3747
Capela do Alto;Brazil;11991
Campos Novos;Brazil;22563
Camanducaia;Brazil;17822
Cacequi;Brazil;12867
Caçapava;Brazil;72340
Buritama;Brazil;12712
Brasília;Brazil;2207718
Borrazópolis;Brazil;6592
Boracéia;Brazil;0
Balneário Camboriú;Brazil;49100
Araraquara;Brazil;168468
Alagoinhas;Brazil;122688
Tefé;Brazil;44942
Feijó;Brazil;12951
Jaru;Brazil;28015
Campinas;Brazil;20000
Costeira do Pirajubae;Brazil;9300
Atins;Brazil;2000
Planaltina;Brazil;189412
Phuntsholing;Bhutan;27658
Tamasane;Botswana;1070
Mogapi;Botswana;1917
Letlhakane;Botswana;18136
Asvieja;Belarus;1300
Novaya Huta;Belarus;2159
Dowsk;Belarus;1840
Schomyslitsa;Belarus;1822
Yubilyeyny;Belarus;3000
Xaibe;Belize;1575
Sarteneja;Belize;3500
Albanel;Canada;1087
Alberton;Canada;1147
Bassano;Canada;1206
Bath;Canada;1180
Binbrook;Canada;8796
Cache Creek;Canada;1061
Campbell River;Canada;33430
Cornwall;Canada;48821
Daveluyville;Canada;1318
Dollard-Des Ormeaux;Canada;48930
Fort St. John;Canada;20155
Kitimat;Canada;8987
Maniwaki;Canada;4236
Medicine Hat;Canada;63138
Metchosin;Canada;4803
Mistissini;Canada;2869
Notre-Dame-des-Prairies;Canada;8230
Piedmont;Canada;2721
Pointe-Calumet;Canada;6396
Port Colborne;Canada;18306
Richmond;Canada;3232
Saint-Constant;Canada;27359
Sainte-Agathe-des-Monts;Canada;10223
Saint-Édouard;Canada;1672
Saint-Félix-de-Valois;Canada;6029
Saint-Sauveur-des-Monts;Canada;7849
Salluit;Canada;1075
Saskatoon;Canada;198958
Summerside;Canada;14829
Sundre;Canada;2384
Torbay;Canada;3097
Trois-Rivières;Canada;119693
Waterloo;Canada;4410
West End;Canada;47200
Westville;Canada;3628
Yorkton;Canada;16343
Rivière-du-Loup;Canada;18586
Campbellton;Canada;6883
Aldergrove;Canada;12363
Little Portugal;Canada;15559
Fergus;Canada;20767
Willowdale;Canada;79440
Vallée-Jonction;Canada;1940
Hérouxville;Canada;1340
Duck Lake;Canada;6982
Eskasoni 3;Canada;2120
Valley East;Canada;17451
Fundy Bay;Canada;1167
Weedon Centre;Canada;1059
Palmerston-Little Italy;Canada;13826
Briar Hill-Belgravia;Canada;14257
Agincourt South-Malvern West;Canada;23757
Bathurst Manor;Canada;15873
Clanton Park;Canada;16472
Kasongo;Congo, Democratic Republic of the;55118
Bosobolo;Congo, Democratic Republic of the;14553
Bangui;Central African Republic;542393
Versoix;Switzerland;11467
Vals Platz;Switzerland;1006
Therwil;Switzerland;9595
Strengelbach;Switzerland;4349
Siebnen;Switzerland;7104
Schafisheim;Switzerland;2758
Schaffhausen;Switzerland;33863
Saint-Léonard;Switzerland;1937
Safenwil;Switzerland;3201
Pontresina;Switzerland;1863
Pailly;Switzerland;430
Orvin;Switzerland;1181
Obergösgen;Switzerland;2076
Nänikon;Switzerland;1560
Muri;Switzerland;6463
Monthey;Switzerland;15106
Lütisburg;Switzerland;1476
Losone;Switzerland;6070
Lichtensteig;Switzerland;1945
Lausen;Switzerland;4892
La Roche;Switzerland;1405
Kirchberg;Switzerland;5335
Haslen;Switzerland;638
Grossaffoltern;Switzerland;2810
Glarus;Switzerland;5681
Gimel;Switzerland;1454
Flawil;Switzerland;9739
Faido;Switzerland;1512
Estavayer-le-Lac;Switzerland;5061
Erlenbach;Switzerland;4519
Eiken;Switzerland;1923
Degersheim;Switzerland;3802
Château-d'Oex;Switzerland;3034
Bulle;Switzerland;23438
Birr;Switzerland;3884
Attalens;Switzerland;2380
Apples;Switzerland;1201
Adligenswil;Switzerland;5576
Bülach / Soligänter;Switzerland;1434
Rüti / Oberdorf;Switzerland;2875
Thalwil / Dorfkern;Switzerland;6829
Küsnacht / Goldbach;Switzerland;2607
Töss (Kreis 4) / Vorder-Dättnau;Switzerland;1476
Dietikon / Hofacker;Switzerland;2826
Oberengstringen / Rauchacher;Switzerland;1126
Stadt Winterthur (Kreis 1);Switzerland;16182
Thalwil / See;Switzerland;1893
Aire-la-Ville;Switzerland;1100
Cuarnens;Switzerland;0
Matran;Switzerland;0
Grand-Bassam;Côte d'Ivoire;73772
Botro;Côte d'Ivoire;13375
Agnibilékrou;Côte d'Ivoire;43061
Derenburg;Germany;2716
Deinste;Germany;2258
Dankmarshausen;Germany;1147
Callenberg;Germany;5763
Burkhardtsdorf;Germany;7067
Burgbrohl;Germany;3332
Bruck;Germany;4510
Breitenfelde;Germany;1792
Bondorf;Germany;5730
Bodnegg;Germany;3136
Böbrach;Germany;1622
Billigheim;Germany;5899
Bickenbach;Germany;5338
Biberach an der Riß;Germany;32333
Berthelsdorf;Germany;1813
Bernbeuren;Germany;2240
Bergatreute;Germany;3093
Bellenberg;Germany;4607
Bad Sulza;Germany;3027
Bad Meinberg;Germany;4636
Bad Hersfeld;Germany;30725
Bad Feilnbach;Germany;7203
Augsburg;Germany;259196
Au am Rhein;Germany;3365
Asbach;Germany;7060
Artlenburg;Germany;1640
Alt Wallmoden;Germany;1095
Altmittweida;Germany;2132
Alt Meteln;Germany;1179
Altendiez;Germany;2332
Altenau;Germany;2045
Schönenberg-Kübelberg;Germany;5957
Kasbach-Ohlenberg;Germany;1406
Sankt Katharinen;Germany;3534
Klein Offenseth-Sparrieshoop;Germany;2687
Leingarten;Germany;10579
Mespelbrunn;Germany;2307
Altona-Nord;Germany;25802
Paradies;Germany;6097
Petershausen-West;Germany;16021
Altes Hochschulviertel;Germany;4444
Weinberg;Germany;8924
Wilhelmitor - Süd;Germany;8348
Tadjourah;Djibouti;22193
Vodskov;Denmark;4663
Vildbjerg;Denmark;3773
Vanløse;Denmark;37115
Tune;Denmark;5300
Svenstrup;Denmark;7650
Strib;Denmark;4872
Søften;Denmark;3072
Skævinge;Denmark;2613
Nyborg;Denmark;17525
Nordborg;Denmark;5709
Middelfart;Denmark;16277
Korsør;Denmark;14463
Jyderup;Denmark;4325
Hundested;Denmark;8543
Hammerum;Denmark;3025
Hals;Denmark;2388
Borup;Denmark;4728
Pedro Santana;Dominican Republic;1170
Oviedo;Dominican Republic;2671
Mao;Dominican Republic;48297
Maizal;Dominican Republic;3384
Jaibón;Dominican Republic;4853
Guatapanal;Dominican Republic;1657
Canoa;Dominican Republic;2371
Bayaguana;Dominican Republic;21055
Bajos de Haina;Dominican Republic;66784
Baitoa;Dominican Republic;2013
Zemoura;Algeria;21770
Tébessa;Algeria;634332
Khenchela;Algeria;117000
Héliopolis;Algeria;40139
Guelma;Algeria;123590
Draa el Mizan;Algeria;41263
Douera;Algeria;26926
Chelghoum el Aïd;Algeria;71660
Bouinan;Algeria;30271
Bir el Ater;Algeria;68703
Arhribs;Algeria;23958
Annaba;Algeria;206570
’Aïn Merane;Algeria;34413
Zamora;Ecuador;15276
Sangolquí;Ecuador;5114
Puerto Ayora;Ecuador;8996
Nulti;Ecuador;4589
Muisne;Ecuador;13393
Loja;Ecuador;274112
Colimes;Ecuador;9384
Wilfrido Loor Moreira;Ecuador;0
Raasiku;Estonia;5161
Kuressaare;Estonia;12698
Kõrveküla;Estonia;571
Kohtla-Nõmme;Estonia;1075
Järvakandi;Estonia;1471
Kafr az Zayyāt;Egypt;73725
Iţsā;Egypt;45269
Basyūn;Egypt;55523
Luxor;Egypt;422407
Al Minyā;Egypt;283605
Keren;Eritrea;74800
Adi Keyh;Eritrea;13061
Villanueva del Río y Minas;Spain;5213
Villanueva de la Jara;Spain;2166
Villamayor de Santiago;Spain;2766
Valverde de Mérida;Spain;1123
Vall de Almonacid;Spain;261
Vallada;Spain;3339
Torralba del Pinar;Spain;62
Tollos;Spain;31
Tarifa;Spain;17793
Tanque;Spain;3068
Táliga;Spain;705
Suflí;Spain;228
Santomera;Spain;15319
San Nicolás del Puerto;Spain;0
Sant Joan d'Alacant;Spain;21939
Sant Joan;Spain;0
San Fernando;Spain;96366
Prado del Rey;Spain;5851
Potríes;Spain;909
Peligros;Spain;10910
Olula del Río;Spain;6244
Olías del Rey;Spain;5336
Montesa;Spain;1400
Montefrío;Spain;6631
Membrilla;Spain;6466
Mazagón;Spain;4000
Macastre;Spain;1137
Layos;Spain;365
Jimena;Spain;1496
Istán;Spain;1461
Huéneja;Spain;1235
Gálvez;Spain;3363
Fuensanta;Spain;319
Fuencaliente de la Palma;Spain;1894
Estubeny;Spain;183
Encinas Reales;Spain;2439
El Pedernoso;Spain;1289
Elche;Spain;230112
Denia;Spain;41733
Corral de Almaguer;Spain;5743
Castillo de Locubín;Spain;5052
Castelló de la Plana;Spain;180005
Cañamero;Spain;1626
Bunyola;Spain;5475
Bornos;Spain;7750
Bienservida;Spain;797
Benissa;Spain;13221
Bayárcal;Spain;296
Balones;Spain;169
Aznalcóllar;Spain;5839
Arjonilla;Spain;3910
Arjona;Spain;5645
Almoines;Spain;1668
Almería;Spain;188810
Alfara de Algimia;Spain;487
Alfafar;Spain;20853
Alzira;Spain;44690
Alberic;Spain;11175
Albaladejo;Spain;1570
Zorraquín;Spain;53
Zamarra;Spain;136
Viñuelas;Spain;117
Vinaixa;Spain;574
Vilviestre del Pinar;Spain;742
Villota del Páramo;Spain;402
Villoslada de Cameros;Spain;398
Villoría;Spain;1390
Villaverde de Montejo;Spain;56
Villán de Tordesillas;Spain;174
Villamañán;Spain;1252
Villafranca de la Sierra;Spain;172
Villabuena del Puente;Spain;874
Villabraz;Spain;141
Vilabertran;Spain;842
Vidrà;Spain;165
Bergara;Spain;14707
Valverde de Campos;Spain;120
Valderrey;Spain;567
Valdeolmos;Spain;2207
Valdelinares;Spain;149
Uterga;Spain;170
Ultramort;Spain;193
Tosantos;Spain;64
Torrijo de la Cañada;Spain;338
Tivissa;Spain;0
Terradillos;Spain;3232
Tejeda y Segoyuela;Spain;113
Taravilla;Spain;63
Tabanera de Valdavia;Spain;48
Súria;Spain;6230
Solórzano;Spain;1081
Sinlabajos;Spain;173
Seno;Spain;46
San Vicente de la Sonsierra;Spain;1212
Santurdejo;Spain;177
Sants;Spain;41313
Santibáñez de Ecla;Spain;82
Santervás de Campos;Spain;144
Santa Coloma de Farners;Spain;11739
San Millán de los Caballeros;Spain;173
San Miguel de Corneja;Spain;100
San Miguel de Aguayo;Spain;148
San Mamés de Burgos;Spain;285
Sanchonuño;Spain;837
Sallent de Gállego;Spain;1281
Salas Bajas;Spain;160
Sabiñánigo;Spain;10378
Roda de Barà;Spain;4464
Robres;Spain;664
Ribadavia;Spain;5495
Rasquera;Spain;868
Quiroga;Spain;4122
Purujosa;Spain;60
Puertas;Spain;83
Puente la Reina;Spain;2577
Puebla de San Medel;Spain;53
Prados Redondos;Spain;149
Pozanco;Spain;51
Pozalmuro;Spain;101
Pizarral;Spain;79
Pelarrodríguez;Spain;193
Pedrosa de la Vega;Spain;361
Pedrajas de San Esteban;Spain;3349
Pardilla;Spain;124
Páramo de Boedo;Spain;110
Pajares de Adaja;Spain;185
Otero de Bodas;Spain;219
Oseja de Sajambre;Spain;327
Ortuella;Spain;8360
Oronz;Spain;56
Orihuela del Tremedal;Spain;590
Navatejares;Spain;81
Moriscos;Spain;119
Moratalaz;Spain;104923
Morales de Toro;Spain;1094
Monzón;Spain;17042
Montejo;Spain;221
Monsalupe;Spain;69
Milles de la Polvorosa;Spain;263
Mieres;Spain;44070
Medranda;Spain;105
Marzales;Spain;63
Martín de Yeltes;Spain;515
Mandayona;Spain;394
Machacón;Spain;517
Luzmela;Spain;1982
Lumbrales;Spain;2018
Lladó;Spain;580
Linyola;Spain;2587
Ledigos;Spain;92
La Pedraja de Portillo;Spain;1048
Langayo;Spain;392
Jaulín;Spain;322
Jasa;Spain;138
Ibrillos;Spain;89
Hontanares de Eresma;Spain;288
Guadarrama;Spain;14800
Gósol;Spain;220
Golmés;Spain;1456
Gistaín;Spain;158
Gargantilla;Spain;444
Gallegos de Sobrinos;Spain;91
Gallegos del Río;Spain;722
Galilea;Spain;307
Fuentesecas;Spain;82
Fuembellida;Spain;14
Fonzaleche;Spain;163
Ferreras de Arriba;Spain;513
Ferreras de Abajo;Spain;618
Estremera;Spain;1180
Espejón;Spain;200
Empuriabrava;Spain;8000
Zalla;Spain;8379
Ea;Spain;1756
Cuelgamures;Spain;132
Cubla;Spain;49
Cualedro;Spain;2254
Crespià;Spain;224
Corera;Spain;260
Cordovín;Spain;217
Contamina;Spain;47
Collado Mediano;Spain;5973
Coaña;Spain;3440
Ziordia;Spain;0
Cevico de la Torre;Spain;562
Cernadilla;Spain;173
Cerezo de Río Tirón;Spain;0
Celrà;Spain;3372
Castillejo de Robledo;Spain;148
Casla;Spain;174
Carrascosa de la Sierra;Spain;14
Cardeñajimeno;Spain;650
Cantabrana;Spain;37
Canencia;Spain;442
Cabanes;Spain;2609
Brincones;Spain;87
Brazuelo;Spain;328
Brazacorta;Spain;87
Boada de Campos;Spain;22
Blesa;Spain;144
Blascosancho;Spain;134
Blascomillán;Spain;257
la Bisbal del Penedès;Spain;0
Besalú;Spain;2213
Bermeo;Spain;16937
Berge;Spain;247
Bercianos del Páramo;Spain;742
Benuza;Spain;719
Belascoáin;Spain;122
Baliarrain;Spain;104
Ausejo de la Sierra;Spain;65
Aulesti;Spain;0
Arconada;Spain;50
Aranjuez;Spain;54055
Aragüés del Puerto;Spain;143
Anguita;Spain;254
Anadón;Spain;19
Ampudia;Spain;677
Algete;Spain;20204
Aldeatejada;Spain;873
Aldea de San Miguel;Spain;212
Alconaba;Spain;183
Alcolea de las Peñas;Spain;23
Alcázar del Rey;Spain;213
Alcantud;Spain;98
Albelda;Spain;877
Adobes;Spain;73
Abusejo;Spain;248
Pinar de Chamartín;Spain;30000
Magaluf;Spain;3981
Sant Martí;Spain;235719
Sedella;Spain;0
Barreiros;Spain;0
Navarredonda de Gredos;Spain;0
Jete;Spain;0
Valdezorras;Spain;3000
Shakiso;Ethiopia;34078
Mēga;Ethiopia;6884
Dire Dawa;Ethiopia;277000
Desē;Ethiopia;257126
Debark’;Ethiopia;24700
Ylikiiminki;Finland;3386
Vuolijoki;Finland;2557
Tervola;Finland;3538
Sotkamo;Finland;10368
Iquique;Chile;191468
Chillán;Chile;150396
Yokadouma;Cameroon;13287
Kaélé;Cameroon;25199
Eséka;Cameroon;22221
Bana;Cameroon;5727
Jiuquan;China;428346
Ruoqiang;China;9872
Ruidian;China;28612
Nagqu;China;30000
Kangmar;China;0
Yuanquan;China;0
Tashan;China;59162
Sunlou;China;46941
Zhuzhou;China;1129687
Zhuji;China;110721
Zhijiang;China;0
Zhaodun;China;76691
Xiping;China;0
Yuecheng;China;0
Yijing;China;0
Yancheng;China;1615717
Xisa;China;0
Xining;China;1677177
Suohe;China;0
Xin’an Chengguanzhen;China;0
Xinli;China;0
Xiaoxita;China;0
Xiantan;China;1100
Tantou;China;69050
Tanggu;China;535298
Guanghe Chengguanzhen;China;0
Suishan;China;0
Shunhe;China;47330
Shuidong;China;0
Shuangshu;China;2134
Shuangjiang;China;0
Zhouning;China;0
Shantou;China;3838900
Shankou;China;70153
Shangluo;China;531696
Jiyuanlu;China;0
Shangjie;China;0
Shanghang;China;0
Sangmu;China;1110
Renhe;China;0
Qufu;China;85144
Putian;China;1539389
Puji;China;52563
Pingtan;China;30816
Pianjiao;China;24575
Niyang;China;13284
Yutan;China;55312
Nanping;China;32888
Nanhu;China;61034
Mentougou;China;197772
Mengquan;China;1533
Majie;China;131696
Luzhou;China;998900
Lushar;China;67153
Luoyang;China;123144
Luocheng;China;0
Lulou;China;63704
Lufeng;China;0
Longmen;China;19380
Longju;China;31982
Lizhuangzi;China;1397
Lixin Chengguanzhen;China;0
